Company,Year-Quarter,Open,High,Low,Close,Adj Close,Volume
Google,2021-Q2,119.01145014285714,119.96049358730158,118.21127755555555,119.1819606984127,119.1819606984127,26543873.015873015
Google,2021-Q3,137.7833155,138.771866703125,136.81017871875,137.87019515625,137.87019515625,20848218.75
Google,2021-Q4,144.50193353125,145.8351609375,143.115830875,144.528937578125,144.528937578125,22171937.5
Google,2022-Q1,136.2784394516129,137.96968696774192,134.21111529032257,135.95209629032257,135.95209629032257,32025483.870967742
Google,2022-Q2,118.3318182419355,120.10558654838711,116.52606366129032,118.15534669354838,118.15534669354838,30799322.580645163
Google,2022-Q3,111.57285937500001,113.124546234375,110.184523828125,111.663312703125,111.663312703125,25042518.75
Google,2022-Q4,95.46126955555555,96.89696828571428,94.16242874603175,95.43666687301588,95.43666687301588,26770982.53968254
Google,2023-Q1,96.10446761290322,97.6779514516129,95.04950022580644,96.55709720967742,96.55709720967742,32355737.096774194
Google,2023-Q2,115.40445141935483,117.01579072580644,114.34646758064517,115.75508091935484,115.75508091935484,25860877.419354837
Google,2023-Q3,123.1258425263158,124.62052631578948,121.90947331578948,123.05052557894736,123.05052557894736,26687568.42105263
Meta,2019-Q1,158.51770418032785,160.70278675409836,157.0039347704918,159.03245839344262,159.03245839344262,19962740.98360656
Meta,2019-Q2,182.71984158730157,184.6901582063492,180.78301566666667,182.70999966666668,182.70999966666668,17384688.888888888
Meta,2019-Q3,190.319686921875,192.10734415625,188.00953196875,190.07421853125,190.07421853125,14222639.0625
Meta,2019-Q4,193.646562140625,195.380936609375,191.7553126875,193.690468296875,193.690468296875,13449503.125
Meta,2020-Q1,195.3427426451613,198.51967788709678,192.3487098548387,195.78322575806453,195.78322575806453,21198864.51612903
Meta,2020-Q2,208.39238022222222,211.71015976190475,205.08317473015873,208.7788896825397,208.7788896825397,25378649.206349205
Meta,2020-Q3,257.622813046875,262.063438640625,253.709219453125,257.886719703125,257.886719703125,24858657.8125
Meta,2020-Q4,274.412344046875,277.8246875,270.4160948125,274.140468125,274.140468125,18355846.875
Meta,2021-Q1,269.32344162295084,273.6990165901639,265.52967186885246,269.25672116393446,269.25672116393446,20784016.393442623
Meta,2021-Q2,320.3907925714286,323.7453966349206,317.3684102063492,320.8082532698413,320.8082532698413,17769711.111111112
Meta,2021-Q3,359.91609578125,363.459373921875,356.331405171875,360.165626515625,360.165626515625,14057412.5
Meta,2021-Q4,332.349687140625,336.692967859375,327.9704695,331.995469078125,331.995469078125,22933662.5
Meta,2022-Q1,249.9622579032258,254.60306498387098,245.45370982258066,249.9262916935484,249.9262916935484,36912119.35483871
Meta,2022-Q2,193.7430639032258,197.79096841935484,189.153549,192.91548422580647,192.91548422580647,32883538.70967742
Meta,2022-Q3,161.888750515625,164.991406609375,159.31890653125,162.080000390625,162.080000390625,27709689.0625
Meta,2022-Q4,116.97428614285714,119.63063458730159,115.14952365079365,117.42539674603175,117.42539674603175,44832907.93650793
Meta,2023-Q1,169.37870962903227,172.89209640322582,167.35016114516128,170.30322487096774,170.30322487096774,32435395.16129032
Meta,2023-Q2,245.75564603225808,249.5238711129032,243.36258253225805,246.76000087096776,246.76000087096776,22816714.51612903
Meta,2023-Q3,303.30052752631576,307.12894636842105,297.91052242105263,302.3273668421053,302.3273668421053,31512942.10526316
Netflix,2019-Q1,345.71836124590163,351.1568858360656,340.9081951639344,346.66885267213115,346.66885267213115,9830354.098360656
Netflix,2019-Q2,360.8390497936508,365.32444446031747,356.16857184126985,360.7822217142857,360.7822217142857,6371900.0
Netflix,2019-Q3,313.635781515625,317.103749796875,308.515624859375,312.88952925,312.88952925,7955320.3125
Netflix,2019-Q4,295.658905984375,299.76593771875,292.0885935,296.4817175625,296.4817175625,7342592.1875
Netflix,2020-Q1,352.59467588709674,360.9570967096774,346.0012915967742,353.7772575645161,353.7772575645161,7837243.548387097
Netflix,2020-Q2,424.8195244444444,432.278095,417.5041276507937,425.61777752380954,425.61777752380954,7578528.571428572
Netflix,2020-Q3,497.115311578125,506.253125625,487.459844640625,497.69781359374997,497.69781359374997,7301017.1875
Netflix,2020-Q4,506.779843328125,514.529842359375,499.297972671875,506.976873328125,506.976873328125,5057115.625
Netflix,2021-Q1,531.7168854262295,539.2729476557378,523.1072142459017,530.4360677213115,530.4360677213115,4788111.4754098365
Netflix,2021-Q2,511.1725400952381,516.0900006825397,506.01047768253966,511.1633310634921,511.1633310634921,4080341.26984127
Netflix,2021-Q3,548.996245875,555.81968496875,543.796092546875,550.313280140625,550.313280140625,3348225.0
Netflix,2021-Q4,640.26203159375,647.35687253125,631.3114070781251,638.9206218906251,638.9206218906251,3485653.125
Netflix,2022-Q1,418.5150003870968,425.6027413387097,407.8162901451613,416.32290450000005,416.32290450000005,8260719.354838709
Netflix,2022-Q2,222.4651605,227.54903190322582,216.17758103225805,221.70209672580646,221.70209672580646,13669256.451612903
Netflix,2022-Q3,220.80375078125,226.442031546875,217.009530796875,222.121563234375,222.121563234375,10254104.6875
Netflix,2022-Q4,280.03968273015875,286.35317284126984,274.30777853968254,280.49396863492063,280.49396863492063,11333773.015873017
Netflix,2023-Q1,330.1856449032258,336.0046795645161,325.2329042741935,330.9340328387097,330.9340328387097,7860433.870967742
Netflix,2023-Q2,367.6483853064516,373.42838708064517,362.87274272580646,368.3204837741936,368.3204837741936,6785274.193548387
Netflix,2023-Q3,440.07473600000003,445.4084200526315,433.1536848421053,440.39947336842107,440.39947336842107,8533294.736842105
