Company,Year-Quarter,Open,High,Low,Close,Adj Close,Volume
Amazon,2019-Q1,83.02672152459016,83.97327855737704,82.22307378688525,83.21706544262295,83.21706544262295,103531409.83606558
Amazon,2019-Q2,93.15549903174603,93.83803196825396,92.34120676190476,93.15002390476191,93.15002390476191,80698444.44444445
Amazon,2019-Q3,92.850461234375,93.422937765625,91.941242203125,92.7274136875,92.7274136875,66904031.25
Amazon,2019-Q4,88.474156828125,89.053140109375,87.8739840625,88.5083908125,88.5083908125,59558218.75
Amazon,2020-Q1,96.65133053225807,98.12712143548387,95.39274972580645,96.78802362903225,96.78802362903225,110005645.16129032
Amazon,2020-Q2,120.43236519047619,122.13763507936508,118.9956588095238,120.78134158730158,120.78134158730158,93654761.90476191
Amazon,2020-Q3,157.849038828125,160.1575079375,155.059483984375,157.652209046875,157.652209046875,102161843.75
Amazon,2020-Q4,159.88660978125,161.573054296875,157.65200803125,159.578023921875,159.578023921875,88935250.0
Amazon,2021-Q1,158.79107440983606,160.50009006557374,156.85057442622949,158.51204122950818,158.51204122950818,72729147.5409836
Amazon,2021-Q2,166.22925288888888,167.6985238730159,164.7824051111111,166.19906274603173,166.19906274603173,69534761.90476191
Amazon,2021-Q3,172.488250015625,173.897015796875,170.875170953125,172.493094203125,172.493094203125,65345375.0
Amazon,2021-Q4,171.2220075,173.2638523125,169.33614871875,171.1467270625,171.1467270625,63704531.25
Amazon,2022-Q1,154.78390379032257,157.12192708064515,151.9897754032258,154.51549191935484,154.51549191935484,78108774.19354838
Amazon,2022-Q2,125.53541869354838,127.9010323548387,122.69217758064515,125.1327904516129,125.1327904516129,88565888.70967741
Amazon,2022-Q3,126.230625421875,128.34765690625,124.348437578125,126.396094125,126.396094125,58106081.25
Amazon,2022-Q4,99.1631745873016,100.75714323809524,97.04555582539683,98.78190466666666,98.78190466666666,80057746.03174603
Amazon,2023-Q1,96.23919358064515,97.91048361290322,94.80322567741936,96.61483879032258,96.61483879032258,68340982.25806452
Amazon,2023-Q2,114.03032306451614,115.64193553225807,112.69548369354838,114.19596798387097,114.19596798387097,62897161.29032258
Amazon,2023-Q3,130.8431584736842,132.21947284210526,129.42263357894737,130.66736936842105,130.66736936842105,53514242.10526316
Apple,2019-Q1,42.33577893442623,42.76418060655738,41.96979506557377,42.41594254098361,40.92576993442623,127974386.8852459
Apple,2019-Q2,48.61563455555555,49.13956342857143,48.24769844444444,48.72317468253968,47.18876947619047,111796380.95238096
Apple,2019-Q3,52.271328125,52.7534375625,51.82652334375,52.280195296875,50.833782,106093775.0
Apple,2019-Q4,64.142499625,64.668281296875,63.7258204375,64.332187390625,62.768246078125,103364556.25
Apple,2020-Q1,73.28294388709678,74.69310451612904,72.25758069354839,73.54092729032259,71.93454096774194,197318096.77419356
Apple,2020-Q2,77.24468261904762,78.34138904761906,76.39496031746032,77.49031726984127,76.0043511111111,147850965.07936507
Apple,2020-Q3,109.26894534375,110.836679671875,107.262734234375,109.115350953125,107.252399515625,171493584.375
Apple,2020-Q4,120.3054690625,121.80312503125,118.785468109375,120.28125009375,118.42944253125,114686459.375
Apple,2021-Q1,128.61245944262296,130.07295185245903,126.66508181967214,128.35803259016393,126.58209344262295,110238291.80327868
Apple,2021-Q2,129.43793733333334,130.61333373015873,128.3968254126984,129.568888984127,127.98068557142858,82672736.50793651
Apple,2021-Q3,147.1521883125,148.50265690625,145.890311734375,147.222968796875,145.65162564062499,80912703.125
Apple,2021-Q4,157.492187515625,159.443593953125,156.17062428125,158.037031625,156.586292515625,89076170.3125
Apple,2022-Q1,168.0267735645161,170.2235481451613,165.87774143548387,168.1635488387097,166.8402488387097,95431651.61290322
Apple,2022-Q2,151.66532283870967,153.88129027419356,149.2685488064516,151.439194,150.44674262903226,94160253.22580644
Apple,2022-Q3,156.682812421875,158.661875421875,154.982343703125,156.9504683125,156.15688062499999,78782621.875
Apple,2022-Q4,142.9661914761905,144.99999973015872,140.755237968254,142.91111042857142,142.40493122222222,83630453.96825397
Apple,2023-Q1,146.92403267741938,148.9583869516129,145.6533876451613,147.5511285967742,147.2546140967742,68889000.0
Apple,2023-Q2,173.81935582258063,175.31209709677418,172.80983858064516,174.25032291935483,174.14620648387097,57128488.70967742
Apple,2023-Q3,192.31947410526317,193.79210615789475,191.00684152631578,192.19894810526316,192.19894810526316,50379236.84210526
Google,2019-Q1,55.99542185245902,56.53302452459017,55.50853506557377,56.10762303278688,56.10762303278688,29920000.0
Google,2019-Q2,57.67653987301587,58.096727825396826,57.21815222222222,57.690468555555555,57.690468555555555,30244253.968253966
Google,2019-Q3,59.082757953125,59.612954875,58.655585296875,59.169992140625,59.169992140625,27728250.0
Google,2019-Q4,64.463820203125,64.93259815625,64.135583375,64.528257640625,64.528257640625,25324718.75
Google,2020-Q1,67.671355,68.71875419354838,66.72935,67.8487906451613,67.8487906451613,45859451.61290322
Google,2020-Q2,67.41259707936507,68.27449752380952,66.58047420634921,67.47799571428571,67.47799571428571,37152317.46031746
Google,2020-Q3,76.240355,77.237432515625,75.3086094375,76.291468875,76.291468875,35514218.75
Google,2020-Q4,84.289334875,85.305747078125,83.49423678125,84.365085359375,84.365085359375,33048593.75
Google,2021-Q1,99.0092953442623,100.3690376557377,97.9926802295082,99.20860704918032,99.20860704918032,31903573.770491805
