Company,Acquisition Year,Acquisition Month,Acquired Company,Business,Country,Acquisition Price
Google,2017,Jan,Limes Audio,Voice communication,Sweden,?
Google,2017,Jan,Fabric,Mobile app platform,United States,?
Google,2017,Mar,Kaggle,Data science,United States,?
Google,2017,Mar,AppBridge,Productivity suite,United States,?
Google,2017,May,Owlchemy Labs,Virtual reality studio,United States,?
Google,2017,Jul,Halli Labs,Artificial intelligence,India,?
Google,2017,Aug,AIMatter,Computer vision,Belarus,?
Google,2017,Sep,HTC (portions),Talent and intellectual property licenses,Taiwan,?
Google,2017,Sep,Bitium,Single sign-on and identity management,United States,?
Google,2017,Oct,Relay Media,AMP converter,United States,?
Google,2017,Oct,60db,Podcasts,United States,?
Google,2018,Jan,Redux,Audio,United Kingdom,?
Google,2018,Mar,Tenor,GIF image search,United States,?
Google,2018,May,Velostrata,Cloud migration,Israel,?
Google,2018,May,Cask,"Big data, Hadoop",United States,?
Google,2018,Aug,GraphicsFuzz,GPU reliability,United Kingdom,?
Google,2018,Sep,Senosis,Health monitoring,United States,?
Google,2018,Oct,Onward,"Machine learning, natural language processing",United States,?
Google,2018,Nov,Workbench Education,Education technology,United States,?
Google,2018,Dec,Sigmoid Labs,Indian Railways Train Tracking,India,"40,000,000.00"
Google,2018,Dec,DevOps Research and Assessment,Research and Assessment,United States,?
Google,2019,Jan,Superpod,Question and answer app,United States,"60,000,000.00"
Google,2019,Feb,Alooma,"Big data, cloud migration",Israel,?
Google,2019,Mar,Nightcorn,Video sharing,Germany,?
Google,2019,Jun,Looker,"Big data, analytics",United States,?
Google,2019,Jul,Elastifile,File storage,United States,?
Google,2019,Oct,Socratic,Learning apps,United States,?
Google,2019,Nov,CloudSimple,Cloud hosting,United States,?
Google,2019,Dec,Typhoon Studios,Video game development,Canada,?
Google,2020,Jan,AppSheet,Mobile app development,United States,?
Google,2020,Jan,Pointy,Local retail inventory feeds,Ireland,"163,000,000.00"
Google,2020,Feb,Cornerstone Technology B.V.,"Mainframe, cloud migration",Netherlands,?
Google,2020,Jun,North,Smart glasses,Canada,"180,000,000.00"
Google,2020,Aug,Stratozone,Cloud Assessment,United States,?
Google,2020,Dec,Dataform,"Big data, analytics",United Kingdom,?
Google,2020,Dec,Neverware,Chrome OS distribution,United States,?
Google,2020,Dec,Actifio,"Backup, Disaster Recovery",United States,?
Google,2021,Jan,Fitbit,Wearables,United States,?
Google,2021,Feb,Provino,Cloud hardware,United States,?
Google,2021,Apr,Dysonics,Audio hardware,United States,?
Google,2021,Jul,Simsim,E-commerce,India,"100,000,000.00"
Google,2021,Sep,Playspace,Collaboration tool,United States,?
Google,2021,Oct,MuJoCo,Robotics simulator,United States,?
Google,2022,Jan,Siemplify,Cybersecurity,Israel,"500,000,000.00"
Google,2022,Mar,Mandiant,Cybersecurity,United States,"5,400,000,000.00"
Google,2022,Mar,Raxium,AR Hardware,United States,"1,000,000,000.00"
Google,2022,Apr,Vicarious,AI/Robotics software,United States,?
Google,2022,Apr,MobiledgeX,Mobile Edge Computing,United States,?
Google,2022,May,Forseeti,Cybersecurity software,Sweden,?
Google,2022,Aug,Alter,Artificial intelligence,United States,"100,000.00"
Google,2022,Sep,BreezoMeter,Air quality monitoring,Israel,?
Google,2022,Oct,BrightBytes,Data & Analytics,United States,?
Google,2022,Oct,Sound Life Sciences,Health monitoring,United States,?
Google,2022,Dec,Open Source Robotics Corporation,Robotics software,United States,?
Google,2023,Jun,Photomath,Artificial intelligence,Croatia,?
Microsoft,1986,Jun,Dynamical Systems Research,Operating Systems,United States,"1,500,000.00"
Microsoft,1987,Jul,"Forethought, Inc.",Computer software,United States,"14,000,000.00"
Microsoft,1991,Mar,Consumers Software,Software,Canada,?
Microsoft,1992,Jun,Fox Software,PC database software,United States,"174,000,000.00"
Microsoft,1994,Feb,Softimage,Wholesale 3-D visualization software,Canada,"130,000,000.00"
Microsoft,1994,Sep,Altamira Software,Software,United States,?
Microsoft,1994,Nov,NextBase,Software,United Kingdom,?
Microsoft,1994,Nov,One Tree Software,Software,United States,?
Microsoft,1995,Feb,RenderMorphics,3D graphics hardware,United States,?
Microsoft,1995,Jul,Network Managers,Systems design,United Kingdom,?
Microsoft,1995,Oct,The Blue Ribbon SoundWorks,Software,United States,?
Microsoft,1995,Nov,Netwise,Computer software,United States,?
Microsoft,1995,Dec,Bruce Artwick Organization,Programming,United States,?
Microsoft,1996,Jan,Vermeer Technologies,Software,United States,"133,000,000.00"
Microsoft,1996,Mar,VGA-Animation Software Div,Software,Germany,?
Microsoft,1996,Mar,Colusa Software,Software,United States,?
Microsoft,1996,Apr,Exos,Video game controllers,United States,?
Microsoft,1996,Apr,Aspect Software Engineering,Computer software,United States,"14,150,000.00"
Microsoft,1996,Jun,eShop Inc.,Software,United States,"50,000,000.00"
Microsoft,1996,Jun,Electric Gravity,Electronic games,United States,?
Microsoft,1996,Nov,Panorama Software Sys-On-Line,Software,Canada,?
Microsoft,1997,Feb,NetCarta,Internet software,United States,"20,000,000.00"
Microsoft,1997,Mar,Interse,Internet software,United States,?
Microsoft,1997,Apr,WebTV Networks,Internet service provider,United States,"425,000,000.00"
Microsoft,1997,May,Dimension X,Java-based platforms,United States,?
Microsoft,1997,Jun,Cooper & Peters,Programming,United States,?
Microsoft,1997,Jun,LinkAge Software,Internet software development,Canada,?
Microsoft,1997,Aug,VXtreme,Internet video software,United States,?
Microsoft,1997,Dec,Hotmail,Internet software,United States,"500,000,000.00"
Microsoft,1998,Feb,Flash Communications,Enterprise instant messaging software,United States,?
Microsoft,1998,Apr,Firefly,Relationship management software,United States,"40,000,000.00"
Microsoft,1998,Apr,MESA Group,Data sharing software,United States,?
Microsoft,1998,Aug,Valence Research,Internet software,United States,?
Microsoft,1998,Nov,LinkExchange,Internet advertising network,United States,"265,000,000.00"
Microsoft,1999,Jan,FASA Interactive,Video games,United States,?
Microsoft,1999,Mar,CompareNet,Shopping online,United States,?
Microsoft,1999,Mar,Numinous Technologies,Software,United States,?
Microsoft,1999,Apr,Access Software,Video games,United States,?
Microsoft,1999,Apr,Interactive Objects-Digital,Web music software,United States,?
Microsoft,1999,Apr,Jump Networks,Internet service provider,United States,?
Microsoft,1999,Jun,ShadowFactor Software,Wholesale computer software,United States,?
Microsoft,1999,Jun,Omnibrowse,Internet software,United States,?
Microsoft,1999,Jun,Intrinsa,Defect detection software,United States,"58,900,000.00"
Microsoft,1999,Jul,Sendit,Application software,Sweden,"125,420,000.00"
Microsoft,1999,Jul,Zoomit,Encryption software,Canada,?
Microsoft,1999,Jul,STNC,Community software,United Kingdom,?
Microsoft,1999,Sep,Softway Systems,Computer programming,United States,?
Microsoft,1999,Oct,Entropic,Software,United States,?
Microsoft,2000,Jan,Visio Corporation,Wholesale drawing software,United States,"1,375,000,000.00"
Microsoft,2000,Feb,Peach Networks,Digital TV services,Israel,?
Microsoft,2000,Mar,Travelscape,Internet service provider,United States,"89,750,000.00"
Microsoft,2000,Apr,Titus Communications,Cable television,United States,"944,800,000.00"
Microsoft,2000,Jun,Bungie,Video games,United States,?
Microsoft,2000,Jul,NetGames,Software,United States,?
Microsoft,2000,Sep,MongoMusic,Online music search engine,United States,"65,000,000.00"
Microsoft,2000,Sep,Pacific Microsonics,Digital audio technology,United States,?
Microsoft,2000,Dec,Digital Anvil,Video games,United States,?
Microsoft,2001,Mar,Vacationspot,Internet service provider,United States,"70,850,000.00"
Microsoft,2001,Apr,Great Plains Software,Business management software,United States,"939,884,000.00"
Microsoft,2001,May,Intellisol International,Software,Canada,?
Microsoft,2001,May,Ensemble Studios,Video games,United States,?
Microsoft,2001,May,NCompass Labs,Internet software,Canada,"36,000,000.00"
Microsoft,2001,Jun,Maximal Innovative Intelligence,Software,United States,"20,000,000.00"
Microsoft,2001,Jul,Yupi,Online Spanish portal,Israel,?
Microsoft,2002,Mar,Classic Custom Vacations,Travel agency,United States,"78,000,000.00"
Microsoft,2002,May,Sales Management Systems,Software,United States,?
Microsoft,2002,Jul,Navision,Software programming,Denmark,"1,330,000,000.00"
Microsoft,2002,Jul,Mobilocity,Computer consulting,United States,?
Microsoft,2002,Sep,XDegrees,Security software,United States,?
Microsoft,2002,Sep,Rare,Video games,United Kingdom,"375,000,000.00"
Microsoft,2002,Dec,Vicinity,Online enterprise location,United States,"95,849,000.00"
Microsoft,2003,Feb,Connectix,Software,United States,?
Microsoft,2003,Mar,DCG,Internet software,Australia,?
Microsoft,2003,Apr,PlaceWare,Web conferencing,United States,"200,000,000.00"
Microsoft,2003,May,G.A. Sullivan,Information technology,United States,?
Microsoft,2003,Jun,GeCAD Software,Antivirus technology,Romania,?
Microsoft,2003,Aug,3DO Co-High Heat Baseball,Software,United States,"450,000.00"
Microsoft,2004,Apr,Encore Bus Solutions-IP Asts,IP assets,United States,?
Microsoft,2004,Apr,ActiveViews,Reporting systems,United States,?
Microsoft,2004,Jul,Lookout Software,Personal search tool,United States,?
Microsoft,2004,Dec,GIANT Company Software,Anti-spyware,United States,?
Microsoft,2005,Mar,entegrate,Software,United States,?
Microsoft,2005,Apr,Groove Networks,Community software,United States,?
Microsoft,2005,May,MessageCast,Messaging,United States,"7,000,000.00"
Microsoft,2005,May,Tsinghua-Shenxun-Cert Asts,Certain assets,China,"15,000,000.00"
Microsoft,2005,Jun,Sybari Software,Software,United States,?
Microsoft,2005,Aug,Teleo,VoIP,United States,?
Microsoft,2005,Aug,FrontBridge Technologies,Email protection,United States,?
Microsoft,2005,Sep,Alacris,Certificate management software,United States,?
Microsoft,2005,Nov,media-streams.com,Software,Switzerland,?
Microsoft,2005,Nov,5th Finger,Mobile,Australia,"3,153,000.00"
Microsoft,2006,Jan,UMT-Software and IP Assets,Software,United States,?
Microsoft,2006,Feb,MotionBridge,Search,France,"17,858,000.00"
Microsoft,2006,Feb,Seadragon Software,Software,United States,
Microsoft,2006,Mar,Apptimum,Software,United States,
Microsoft,2006,Mar,Onfolio,Internet software,United States,
Microsoft,2006,Apr,Lionhead Studios,Video games,United Kingdom,
Microsoft,2006,Apr,AssetMetrix,Enterprise asset intelligence (SaaS),Canada,"18,000,000.00"
Microsoft,2006,May,Massive Incorporated,Video game advertising,United States,?
Microsoft,2006,May,Vexcel,Mapping software,United States,?
Microsoft,2006,May,DeepMetrix,Web log analysis,United States,?
Microsoft,2006,Jun,ProClarity,Analysis software,United States,?
Microsoft,2006,Jun,iView Multimedia,Digital asset management,United Kingdom,?
Microsoft,2006,Jul,Softricity,Application virtualization software,United States,?
Microsoft,2006,Jul,Winternals Software,Software,United States,?
Microsoft,2006,Jul,Whale Communications,Applications,Israel,?
Microsoft,2006,Sep,Gteko,Applications,Israel,?
Microsoft,2006,Oct,DesktopStandard,Applications,United States,?
Microsoft,2006,Oct,Colloquis,Natural language software,United States,?
Microsoft,2007,Mar,Medstory,Internet search engine,United States,?
Microsoft,2007,Mar,devBiz Business Solutions,Software tools,United States,?
Microsoft,2007,May,ScreenTonic,Advertising and marketing,France,?
Microsoft,2007,May,Tellme Networks,Mobile phone software,United States,?
Microsoft,2007,May,SoftArtisans,Business Intelligence software,United States,?
Microsoft,2007,Jun,Engyro,Information technology,United States,?
Microsoft,2007,Jun,Stratature,Master data management,United States,?
Microsoft,2007,Jun,Savvis Inc-Data Centers,Networking,United States,"200,000,000.00"
Microsoft,2007,Aug,AdECN,Ad Exchange,United States,"45,000,000.00"
Microsoft,2007,Aug,aQuantive,Digital marketing,United States,"6,333,000,000.00"
Microsoft,2007,Oct,Jellyfish.com,Search engine,United States,?
Microsoft,2007,Oct,Parlano,Enterprise messaging software,United States,?
Microsoft,2007,Oct,Global Care Solutions-Assets,Assets,Thailand,?
Microsoft,2007,Nov,HOB Business Solutions,Information technology,Denmark,?
Microsoft,2007,Nov,Musiwave,Mobile music entertainment,France,?
Microsoft,2007,Dec,Multimap.com,Mapping,United Kingdom,?
Microsoft,2008,Jan,Calista Technologies,Software,United States,?
Microsoft,2008,Feb,Caligari Corporation,Software,United States,?
Microsoft,2008,Feb,YaData,Software,Israel,?
Microsoft,2008,Mar,Rapt,Advertising yield management software,United States,?
Microsoft,2008,Mar,Komoku,Rootkit security software,United States,"5,000,000.00"
Microsoft,2008,Mar,90 Degree Software,Business intelligence software,Canada,?
Microsoft,2008,Apr,Farecast,Online search software,United States,"75,000,000.00"
Microsoft,2008,Apr,Danger,Mobile Internet software,United States,"500,000,000.00"
Microsoft,2008,Apr,Fast Search & Transfer,Enterprise search[clarification needed],Norway,"1,191,000,000.00"
Microsoft,2008,May,Kidaro,Software,United States,?
Microsoft,2008,Jun,Quadreon,Software,Belgium,?
Microsoft,2008,Jun,Navic Networks,Management software,United States,?
Microsoft,2008,Jun,Mobicomp,Mobile applications,Portugal,?
Microsoft,2008,Aug,Powerset,Semantic Search,United States,?
Microsoft,2008,Sep,DATAllegro,Data software,United States,?
Microsoft,2008,Sep,Greenfield Online,Search and e-commerce services,United States,"486,000,000.00"
Microsoft,2009,Mar,3DV Systems,"Developer of ZCam, a time-of-flight camera",Israel,"35,000,000.00"
Microsoft,2009,May,BigPark,Video games interactive online gaming,Canada,?
Microsoft,2009,Jun,Rosetta Biosoftware,Bioinformatics solutions for life science research,United States,?
Microsoft,2009,Sep,Interactive Supercomputing,Software,United States,?
Microsoft,2009,Dec,Opalis Software,Software,Canada,?
Microsoft,2010,Feb,"Sentillion, Inc.",Software for the healthcare industry,United States,?
Microsoft,2010,Oct,"AVIcode, Inc.",.Net monitoring technology,United States,?
Microsoft,2010,Oct,"Canesta, Inc.",3D sensing technology,United States,?
Microsoft,2011,May,Skype Technologies,Telecommunications,Luxembourg,"8,500,000,000.00"
Microsoft,2011,Jun,Prodiance,Software,United States,?
Microsoft,2011,Oct,Twisted Pixel Games,Video games,United States,?
Microsoft,2011,Nov,Videosurf,Video search,United States,"100,000,000.00"
Microsoft,2012,Jun,Press Play,Video games,Denmark,?
Microsoft,2012,Jun,Yammer,Social networking,United States,"1,200,000,000.00"
Microsoft,2012,Jul,Perceptive Pixel,Multi touch hardware,United States,?
Microsoft,2012,Oct,PhoneFactor,Two-factor authentication system,United States,?
Microsoft,2012,Oct,StorSimple,Cloud-storage appliance vendor,United States,?
Microsoft,2012,Oct,MarketingPilot,Marketing automation firm,United States,?
Microsoft,2013,Jan,id8 Group R2 Studios,Home automation,United States,?
Microsoft,2013,Feb,Pando Networks,Peer-to-peer (P2P) media distribution,United States,?
Microsoft,2013,Mar,MetricsHub,Cloud monitoring,United States,?
Microsoft,2013,Mar,Netbreeze,Social analytics,Switzerland,?
Microsoft,2013,Jun,InRelease,Release management,Canada,?
Microsoft,2013,Sep,Nokia mobile phones unit,"Mobile phones, smartphones",Finland,"7,200,000,000.00"
Microsoft,2013,Oct,HLW Software,RDP applications,Austria,?
Microsoft,2013,Oct,Apiphany,API management,United States,?
Microsoft,2014,Jan,Parature,Customer service software,United States,"100,000,000.00"
Microsoft,2014,May,GreenButton,Cloud computing,New Zealand,?
Microsoft,2014,May,Capptain,(Mobile) application development,France,?
Microsoft,2014,Jul,SyntaxTree,Developer tools,France,?
Microsoft,2014,Jul,InMage,Disaster recovery solutions,India,?
Microsoft,2014,Aug,Inception Mobile Inc.,Software,Canada,?
Microsoft,2014,Nov,Mojang,Video games,Sweden,"2,500,000,000.00"
Microsoft,2014,Nov,Aorato,Enterprise security & machine learning,Israel,?
Microsoft,2014,Dec,Acompli,Mobile email apps,United States,?
Microsoft,2014,Dec,HockeyApp,Mobile beta distribution & crash analytics,Germany,?
Microsoft,2015,Jan,Equivio,Text analytics service,Israel,?
Microsoft,2015,Jan,Revolution Analytics,Statistical computing and predictive analytics,United States,?
Microsoft,2015,Feb,"Sunrise Atelier, Inc.",Sunrise Calendar applications,United States,"100,000,000.00"
Microsoft,2015,Feb,N-trig,Styli and pen input hardware and software,Israel,"200,000,000.00"
Microsoft,2015,Mar,LiveLoop,PowerPoint collaboration,United States,?
Microsoft,2015,Apr,"Datazen Software, Inc.",Mobile business intelligence & data visualization,Canada,?
Microsoft,2015,Jun,6 Wunderkinder GmbH,Wunderlist to-do list applications,Germany,?
Microsoft,2015,Jun,BlueStripe Software,Application management,United States,?
Microsoft,2015,Jul,FieldOne Systems LLC,Enterprise field service,United States,?
Microsoft,2015,Jul,Adallom,Cloud security,Israel,"320,000,000.00"
Microsoft,2015,Aug,"Incent Games, LLC",Sales-gamification,United States,?
Microsoft,2015,Sep,"VoloMetrix, Inc.",Organisational analytics,United States,?
Microsoft,2015,Sep,"Double Labs, Inc.",Mobile lock screen software,United States,?
Microsoft,2015,Sep,Adxstudio Inc.,Web portal and application lifecycle management solutions,Canada,?
Microsoft,2015,Oct,Havok,Video game physics engine,Ireland,?
Microsoft,2015,Nov,"Mobile Data Labs, Inc.","MileIQ, a mileage tracking application",United States,?
Microsoft,2015,Nov,Secure Islands Technologies Ltd.,Data protection,Israel,?
Microsoft,2015,Dec,Metanautix,Big data analytics,United States,?
Microsoft,2015,Dec,"Talko, Inc.",Mobile communications,United States,?
Microsoft,2016,Jab,Event Zero,VoIP Products,Australia,?
Microsoft,2016,Jan,Teacher Gaming LLC,Education software,Finland,?
Microsoft,2016,Feb,SwiftKey,Virtual keyboard,United Kingdom,"250,000,000.00"
Microsoft,2016,Feb,Groove,Music discovery,Canada,?
Microsoft,2016,Feb,Xamarin,Mobile application development,United States,?
Microsoft,2016,May,Solair,Internet of Things platform,Italy,?
Microsoft,2016,Jun,Wand Labs,Conversation as a service,United States,?
Microsoft,2016,Aug,Beam,Video game streaming,United States,?
Microsoft,2016,Aug,Genee,AI-powered scheduling assistant service,United States,?
Microsoft,2016,Dec,LinkedIn,Professional social network,United States,"26,200,000,000.00"
Microsoft,2017,Jan,Maluuba,Artificial intelligence,Canada,"140,000,000.00"
Microsoft,2017,Jan,Simplygon,3D graphics optimization,Sweden,?
Microsoft,2017,Apr,Deis,Container management,United States,?
Microsoft,2017,Apr,Intentional Software,Intentional programming,United States,?
Microsoft,2017,Jun,Hexadite,Cybersecurity,Israel,"100,000,000.00"
Microsoft,2017,Jun,Cloudyn,Cloud business management,Israel,"50,000,000.00"
Microsoft,2017,Aug,Cycle Computing,Cloud HPC,United States,?
Microsoft,2017,Oct,AltspaceVR,Virtual reality,United States,?
Microsoft,2017,Nov,SWNG,Cinemagraphic photo app,United States,?
Microsoft,2018,Jan,Avere Systems,Data management,United States,?
Microsoft,2018,Jan,Playfab,Gaming backend service,United States,?
Microsoft,2018,May,Semantic Machines,Conversational AI,United States,"400,000,000.00"
Microsoft,2018,Jun,Ninja Theory,Video games,United Kingdom,"117,000,000.00"
Microsoft,2018,Jun,Undead Labs,Video games,United States,?
Microsoft,2018,Jun,Compulsion Games,Video games,Canada,?
Microsoft,2018,Jun,Playground Games,Video games,United Kingdom,?
Microsoft,2018,Jun,Flipgrid,"Education, video discussion platform",United States,?
Microsoft,2018,Jun,Bonsai,Industrial AI platform,United States,?
Microsoft,2018,Sep,Lobe,Artificial intelligence,United States,?
Microsoft,2018,Oct,Glint,Employee engagement,United States,"400,000,000.00"
Microsoft,2018,Oct,GitHub,Software development and version control platform,United States,"7,500,000,000.00"
Microsoft,2018,Nov,inXile Entertainment,Video games,United States,?
Microsoft,2018,Nov,Obsidian Entertainment,Video games,United States,?
Microsoft,2018,Nov,XOXCO,Conversational AI,United States,?
Microsoft,2018,Nov,FSLogix,Application provisioning and virtualization,United States,?
Microsoft,2018,Nov,Spectrum,Social networks for design and development,United States,?
Microsoft,2019,Jan,Citus Data,Database management,United States,?
Microsoft,2019,Feb,DataSense,Database management,United States,?
Microsoft,2019,Apr,Express Logic,Real-time operating systems,United States,?
Microsoft,2019,May,Dependabot,Open source tool,United Kingdom,?
Microsoft,2019,May,Drawbridge,AI & machine learning technology,United States,?
Microsoft,2019,Jun,Double Fine Productions,Video games,United States,?
Microsoft,2019,Jul,BlueTalon,Data privacy and governance service,United States,?
Microsoft,2019,Aug,PromoteIQ,Retail e-commerce improvement,United States,?
Microsoft,2019,Aug,jClarity,Java software optimization,United States,?
Microsoft,2019,Sep,Movere,Cloud migration,United States,?
Microsoft,2019,Sep,Semmle,Code analysis tool,United States,?
Microsoft,2019,Oct,Mover,File migration,Canada,?
Microsoft,2019,Mar,npm,Software and JavaScript modules,United States,?
Microsoft,2020,Mar,Affirmed Networks,5G Networking,United States,"1,350,000,000.00"
Microsoft,2020,May,Metaswitch Networks,5G Networking,United Kingdom,?
Microsoft,2020,May,Softomotive,Robotic Process Automation,United Kingdom,?
Microsoft,2020,Jun,ADRM Software,data modeling startup,United States,?
Microsoft,2020,Jun,CyberX,IoT/OT Security,United States,"165,000,000.00"
Microsoft,2020,Jul,Orions Systems,Dynamics 365 - SMart vision,United States,?
Microsoft,2020,Sep,ZeniMax Media,Video games,United States,"8,100,000,000.00"
Microsoft,2020,Dec,Smash.gg,Esports,United States,?
Microsoft,2021,Mar,The Marsden Group,Tech in complex industrial environments,United States,?
Microsoft,2021,Apr,Nuance Communications,Speech synthesis and speech recognition,United States,"19,700,000,000.00"
,,,,,United States,?
Microsoft,2021,Jun,ReFirm Labs,IoT security and embedded devices,United States,?
Microsoft,2021,Jun,AT&T Technology Network Cloud,5G Networking,United States,?
Microsoft,2021,Jul,RiskIQ,Cybersecurity ransomware,United States,"500,000,000.00"
Microsoft,2021,Jul,CloudKnox,Cloud infrastructure entitlement management security,United States,?
Microsoft,2021,Jul,Suplari,Software,United States,?
Microsoft,2021,Aug,Peer5,Peer 2 Peer Network Technology,United States,?
Microsoft,2021,Sep,Clipchamp,Video-editing software,United States,?
Microsoft,2021,Sep,TakeLessons,Education,United States,?
Microsoft,2021,Oct,Ally.io,Productivity,United States,?
Microsoft,2021,Oct,Clear Software,Software,United States,?
Microsoft,2021,Oct,Two Hat,Content moderation,Canada,?
Microsoft,2021,Dec,Xandr,Digital media,United States,"1,000,000,000.00"
Microsoft,2022,Jan,Activision Blizzard,Video games,United States,"75,400,000,000.00"
Microsoft,2022,Feb,Oribi,Marketing analytics,Israel,?
Microsoft,2022,Mar,Minit,Process mining software,Netherlands,?
Microsoft,2022,Jun,Miburo,Cyberthreat analysis and research specializing,United States,?
Microsoft,2022,Dec,Lumensity,Optical networking,United Kingdom,?
Microsoft,2023,Jan,Fungible,composable infrastructure,United States,?
Microsoft,2023,Apr,Nemesys Games,Video games,Hungary,?
Meta,2005,Aug,facebook.com domain name,?,United States,"200,000.00"
Meta,2007,Jul,Parakey,?,United States,?
Meta,2008,Jun,ConnectU,?,United States,"31,000,000.00"
Meta,2009,Aug,FriendFeed,?,United States,"47,500,000.00"
Meta,2010,Feb,Octazen,?,Malaysia,?
Meta,2010,Mar,Divvyshot,?,United States,?
Meta,2010,May,Friendster patents,?,United States,"40,000,000.00"
Meta,2010,May,ShareGrove,?,United States,?
Meta,2010,Jul,Zenbe,?,United States,?
Meta,2010,Jul,Nextstop,?,United States,"2,500,000.00"
Meta,2010,Aug,Chai Labs,?,United States,"10,000,000.00"
Meta,2010,Aug,Hot Potato,?,United States,"10,000,000.00"
Meta,2010,Oct,Drop.io,?,United States,"10,000,000.00"
Meta,2010,Nov,FB.com domain name,?,United States,"8,500,000.00"
Meta,2011,Jan,Rel8tion,?,United States,?
Meta,2011,Mar,Beluga,?,United States,?
Meta,2011,Mar,Snaptu,?,Israel,"70,000,000.00"
Meta,2011,Mar,RecRec,?,United States,?
Meta,2011,Apr,DayTum,?,United States,?
Meta,2011,Jun,Sofa,?,Netherlands,?
Meta,2011,Jun,MailRank,?,United States,?
Meta,2011,Aug,Push Pop Press,?,United States,?
Meta,2011,Oct,Friend.ly,?,United States,?
Meta,2011,Nov,Strobe,?,United States,?
Meta,2011,Dec,Gowalla,?,United States,?
Meta,2012,Feb,Caffeinatedmind,?,United States,?
Meta,2012,Apr,Instagram,?,United States,"1,000,000,000.00"
Meta,2012,Apr,Tagtile,?,United States,?
Meta,2012,May,Glancee,?,United States,?
Meta,2012,May,Lightbox.com,?,United Kingdom,?
Meta,2012,May,Karma,?,United States,?
Meta,2012,Jun,Face.com,?,Israel,"100,000,000.00"
Meta,2012,Jul,Spool,?,United States,?
Meta,2012,Jul,Acrylic Software,?,Canada,?
Meta,2012,Aug,Threadsy,?,United States,?
Meta,2013,Feb,Atlas Solutions,?,United States,"100,000,000.00"
Meta,2013,Mar,osmeta,?,United States,
Meta,2013,Mar,Storylane (Mixtent),?,United States,?
Meta,2013,Mar,Hot Studio,?,United States,?
Meta,2013,Apr,Spaceport,?,United States,?
Meta,2013,Apr,Parse,?,United States,"85,000,000.00"
Meta,2013,Jul,Monoidics,?,United Kingdom,?
Meta,2013,Aug,Jibbigo,?,United States,?
Meta,2013,Oct,Onavo,?,Israel,?
Meta,2013,Dec,SportStream,?,United States,?
Meta,2014,Jan,Little Eye Labs,?,India,"15,000,000.00"
Meta,2014,Jan,Branch,?,United States,"15,000,000.00"
Meta,2014,Feb,WhatsApp,?,United States,"19,000,000,000.00"
Meta,2014,Mar,Oculus VR,?,United States,"2,000,000,000.00"
Meta,2014,Mar,Ascenta,?,United Kingdom,"20,000,000.00"
Meta,2014,Apr,Salorix,?,United States,?
Meta,2014,Apr,ProtoGeo Oy,?,Finland,?
Meta,2014,Aug,PrivateCore,?,United States,?
Meta,2014,Aug,LiveRail,?,United States,?
Meta,2014,Aug,WaveGroup Sound,?,United States,?
Meta,2015,Jan,Wit.ai,?,United States,?
Meta,2015,Jan,Quickfire Networks,?,United States,?
Meta,2015,Mar,"TheFind, Inc.",?,United States,?
Meta,2015,May,Surreal Vision,?,United Kingdom,?
Meta,2015,Oct,Endaga,?,United States,?
Meta,2015,Jul,Pebbles,?,Ireland,"60,000,000.00"
Meta,2016,Mar,MSQRD (Masquerade),?,Belarus,?
Meta,2016,May,Two Big Ears,?,United Kingdom,?
Meta,2016,Sep,Nascent Objects,?,United States,?
Meta,2016,Oct,Infiniled,?,Ireland,?
Meta,2016,Nov,CrowdTangle,?,United States,?
Meta,2016,Nov,Faciometrics,?,United States,?
Meta,2016,Nov,Zurich Eye,?,?,?
Meta,2017,Jul,Ozlo,?,United States,?
Meta,2017,Aug,Fayteq AG,?,?,?
Meta,2017,Oct,tbh,?,United States,?
Meta,2018,Jan,Confirm,?,United States,?
Meta,2018,Jul,Bloomsbury AI,?,United Kingdom,"30,000,000.00"
Meta,2018,Jul,Redkix,?,Israel,"100,000,000.00"
Meta,2018,Aug,Vidpresso,?,United States,?
Meta,2018,Nov,Dreambit,?,United States,?
Meta,2019,Feb,Chainspace,?,United Kingdom,?
Meta,2019,Feb,GrokStyle,?,United States,?
Meta,2019,Sep,Servicefriend,?,Israel,?
Meta,2019,Sep,CTRL-labs,?,United States,?
Meta,2019,Sep,Packagd,?,United States,?
Meta,2019,Nov,Beat Games,?,Czech Republic,?
Meta,2019,Dec,PlayGiga,?,Spain,"70,000,000.00"
Meta,2020,Feb,Sanzaru Games,?,United States,?
Meta,2020,Feb,Scape Technologies,?,United Kingdom,"40,000,000.00"
Meta,2020,May,Giphy,?,United States,"400,000,000.00"
Meta,2020,Jun,Mapillary,?,Sweden,?
Meta,2020,Jun,Ready at Dawn,?,United States,?
Meta,2020,Sep,Lemnis Technologies,?,Singapore,?
Meta,2020,Nov,Kustomer,?,United States,"1,000,000,000.00"
Meta,2021,Apr,Downpour Interactive,?,United States,?
Meta,2021,Jun,Unit 2 Games,?,United Kingdom,?
Meta,2021,Jun,BigBox VR,?,United States,?
Meta,2021,Oct,AI.Reverie,?,United States,?
Meta,2021,Oct,Within,?,United States,?
Meta,2021,Nov,Twisted Pixel Games,?,United States,?
Meta,2022,Apr,Presize,?,Germany,"100,000,000.00"
Meta,2022,Sep,Lofelt,?,Germany,?
Meta,2022,Oct,Armature Studio,?,United States,?
Meta,2022,Oct,Camouflaj,?,United States,?
